ID,Project,File Upload Id,Mark,Quantity,Area,Location,Door Ref,Door Size,Door Width,Door Height,Door Thickness,Door Material,Fire Rating,Frame Ref,Frame Size,Frame Width,Frame Height,Frame Throat,Hardware Ref,Remarks,Extra,Hardware Sets,Sync to Openings
3175,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",328,,PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3176,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",329,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3177,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",329,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3178,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",330,,PREM KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3179,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",330,,PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3180,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",331,,PREM KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3181,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",331,,PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,3,,MATERIAL: SC WOOD; ACC.: 1H; STC: ---,,
3182,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",332,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3183,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",332,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3184,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",333,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3185,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",333,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3186,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",335,,STORAGE,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,29,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3187,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",335,,STORAGE,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,,,,,,5,,MATERIAL: SC WOOD; ACC.: 1.5H; STC: ---,,
3188,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",336,,CORRIDOR,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,,,,,,5,,MATERIAL: SC WOOD; ACC.: 1.5H; STC: ---,,
3189,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",336,,CORRIDOR,,D-06,"6'-0"" x 7'-0""","6'-0""","7'-0""","1 3/4""",,,,,,,,30,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3190,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",401,,STORAGE,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,29,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3191,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",402,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3192,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",402,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3193,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",403,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3194,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",403,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3195,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",404,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3196,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",404,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3197,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",405,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3198,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",405,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3199,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",406,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3200,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",406,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3201,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",407,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3202,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",407,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,3,,MATERIAL: SC WOOD; ACC.: 1H; STC: ---,,
3203,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",408,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3204,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",408,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3205,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",409,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3206,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",409,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3207,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",409,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3208,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",410,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3209,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",410,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3210,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",411,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3211,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",411,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3212,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",412,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3213,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",412,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3214,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",413,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3215,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",413,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3216,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",414,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3217,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",414,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3218,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",415,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3219,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",415,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3220,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",416,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3221,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",416,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,3,,MATERIAL: SC WOOD; ACC.: 1H; STC: ---,,
3222,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",417,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3223,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",417,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3224,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",418,,ACC PREM KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3225,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",418,,ACC PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3226,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",419,,PREM KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3227,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",419,,PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3228,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",420A,,ELEV LOBBY,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,29,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3229,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",420B,,ICE,,D-16,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,29,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3230,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",421,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3231,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",421,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3232,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",422C,,ELEC,,D-03,"2'-8"" x 7'-0""","2'-8""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3233,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",423,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3234,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",423,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3235,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",424,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3236,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",424,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3237,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",425,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3238,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",425,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3239,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",426,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3240,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",426,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3241,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",427,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3242,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",427,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3243,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",428,,PREM KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,3,,MATERIAL: SC WOOD; ACC.: 1H; STC: ---,,
3244,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",428,,PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,3,,MATERIAL: SC WOOD; ACC.: 1H; STC: ---,,
3245,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",429,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3246,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",429,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3247,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",430,,PREM KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3248,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",430,,PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3249,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",431,,PREM KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3250,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",431,,PREM KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3251,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",432,,DBL QUEEN,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3252,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",432,,DBL QUEEN,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3253,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",433,,KING,,D-04,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3254,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",433,,KING,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,1,,MATERIAL: SC WOOD; ACC.: 20; STC: ---,,
3255,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",435,,STORAGE,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,29,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
3256,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",436,,CORRIDOR,,D-05,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,,,,,,5,,MATERIAL: SC WOOD; ACC.: 1.5H; STC: ---,,
3257,"""Tru by Hilton _Monroe, PA""","""Tru by Hilton _Monroe, PA 2025-06-30 23:14""",436,,CORRIDOR,,D-06,"6'-0"" x 7'-0""","6'-0""","7'-0""","1 3/4""",,,,,,,,30,,MATERIAL: SC WOOD; ACC.: ---; STC: ---,,
5060,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",101,,VESTIBULE #101,,Q,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,*,,,,,1,,NUMBER OF PANELS: 1; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: ALUM.; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: --; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 1""",checked
5061,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",102,,LOBBY #102,,Q,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,*,,,,,1,,NUMBER OF PANELS: 1; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: ALUM.; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: --; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 1""",checked
5062,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",103,,DELETED,,*,* x *,*,*,*,,-,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: -; REMARKS:,,
5063,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",104,,DELETED,,*,* x *,*,*,*,,-,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: -; REMARKS:,,
5064,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",105,,DELETED,,*,* x *,*,*,*,,-,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: -; REMARKS:,,
5065,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",106,,STORAGE #115,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS:,"""""""Tru_Israel, IL"""" - 3""",checked
5066,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",107,,ELECTRICAL #116,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS:,"""""""Tru_Israel, IL"""" - 3""",checked
5067,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",108,,DELETED,,*,* x *,*,*,*,,-,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: -; REMARKS:,,
5068,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",109,,DELETED,,*,* x *,*,*,*,,-,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: -; REMARKS:,,
